"","date","Avg.baby3"
"3266",1977-12-12,8
"3267",1977-12-13,20
"3268",1977-12-14,14
"3269",1977-12-15,10
"3270",1977-12-16,NA
"3271",1977-12-17,NA
"3272",1977-12-18,14
"3273",1977-12-19,7
"3274",1977-12-20,13
"3275",1977-12-21,7
"3276",1977-12-22,4
"3277",1977-12-23,9
"3278",1977-12-24,15
"3279",1977-12-25,5
"3280",1977-12-26,7
"3281",1977-12-27,6
"3282",1977-12-28,8
"3283",1977-12-29,NA
"3284",1977-12-30,9
"3285",1977-12-31,NA
"3286",1978-01-01,15
"3287",1978-01-02,NA
"3288",1978-01-03,NA
"3289",1978-01-04,13
"3290",1978-01-05,5
"3291",1978-01-06,NA
"3292",1978-01-07,NA
"3293",1978-01-08,NA
"3294",1978-01-09,NA
"3295",1978-01-10,8
"3296",1978-01-11,NA
"3297",1978-01-12,NA
"3298",1978-01-13,NA
"3299",1978-01-14,7
"3300",1978-01-15,12
"3301",1978-01-16,NA
"3302",1978-01-17,NA
"3303",1978-01-18,7
"3304",1978-01-19,10
"3305",1978-01-20,14
"3306",1978-01-21,NA
"3307",1978-01-22,NA
"3308",1978-01-23,6
"3309",1978-01-24,21
"3310",1978-01-25,NA
"3311",1978-01-26,17
"3312",1978-01-27,4
"3313",1978-01-28,19
"3314",1978-01-29,5
"3315",1978-01-30,28
"3316",1978-01-31,NA
"3317",1978-02-01,9
"3318",1978-02-02,17
"3319",1978-02-03,NA
"3320",1978-02-04,7
"3321",1978-02-05,19
"3322",1978-02-06,9
"3323",1978-02-07,8
"3324",1978-02-08,7
"3325",1978-02-09,11
"3326",1978-02-10,8
"3327",1978-02-11,4
"3328",1978-02-12,23
"3329",1978-02-13,15
"3330",1978-02-14,7
"3331",1978-02-15,11
"3332",1978-02-16,7
"3333",1978-02-17,6
"3334",1978-02-18,9
"3335",1978-02-19,7
"3336",1978-02-20,12
"3337",1978-02-21,21
"3338",1978-02-22,11
"3339",1978-02-23,21
"3340",1978-02-24,21
"3341",1978-02-25,12
"3342",1978-02-26,16
"3343",1978-02-27,25
"3344",1978-02-28,16
"3345",1978-03-01,14
"3346",1978-03-02,18
"3347",1978-03-03,16
"3348",1978-03-04,8
"3349",1978-03-05,10
"3350",1978-03-06,13
"3351",1978-03-07,22
"3352",1978-03-08,11
"3353",1978-03-09,14
"3354",1978-03-10,6
"3355",1978-03-11,19
"3356",1978-03-12,9
"3357",1978-03-13,17
"3358",1978-03-14,13
"3359",1978-03-15,16
"3360",1978-03-16,9
"3361",1978-03-17,11
"3362",1978-03-18,10
"3363",1978-03-19,20
"3364",1978-03-20,12
"3365",1978-03-21,NA
"3366",1978-03-22,16
"3367",1978-03-23,6
"3368",1978-03-24,10
"3369",1978-03-25,15
"3370",1978-03-26,NA
"3371",1978-03-27,10
"3372",1978-03-28,16
"3373",1978-03-29,14
"3374",1978-03-30,12
"3375",1978-03-31,12
"3376",1978-04-01,16
"3377",1978-04-02,6
"3378",1978-04-03,9
"3379",1978-04-04,16
"3380",1978-04-05,8
"3381",1978-04-06,15
"3382",1978-04-07,11
"3383",1978-04-08,4
"3384",1978-04-09,17
"3385",1978-04-10,NA
"3386",1978-04-11,15
"3387",1978-04-12,8
"3388",1978-04-13,12
"3389",1978-04-14,11
"3390",1978-04-15,9
"3391",1978-04-16,15
"3392",1978-04-17,NA
"3393",1978-04-18,15
"3394",1978-04-19,NA
"3395",1978-04-20,19
"3396",1978-04-21,11
"3397",1978-04-22,16
"3398",1978-04-23,15
"3399",1978-04-24,25
"3400",1978-04-25,11
"3401",1978-04-26,NA
"3402",1978-04-27,13
"3403",1978-04-28,7
"3404",1978-04-29,12
"3405",1978-04-30,NA
"3406",1978-05-01,NA
"3407",1978-05-02,19
"3408",1978-05-03,8
"3409",1978-05-04,14
"3410",1978-05-05,9
"3411",1978-05-06,8
"3412",1978-05-07,12
"3413",1978-05-08,20
"3414",1978-05-09,20
"3415",1978-05-10,NA
"3416",1978-05-11,16
"3417",1978-05-12,10
"3418",1978-05-13,18
"3419",1978-05-14,7
"3420",1978-05-15,11
"3421",1978-05-16,9
"3422",1978-05-17,8
"3423",1978-05-18,16
"3424",1978-05-19,NA
"3425",1978-05-20,13
"3426",1978-05-21,6
"3427",1978-05-22,6
"3428",1978-05-23,6
"3429",1978-05-24,NA
"3430",1978-05-25,18
"3431",1978-05-26,NA
"3432",1978-05-27,15
"3433",1978-05-28,4
"3434",1978-05-29,36
"3435",1978-05-30,7
"3436",1978-05-31,18
"3437",1978-06-01,7
"3438",1978-06-02,16
"3439",1978-06-03,25
"3440",1978-06-04,9
"3441",1978-06-05,NA
"3442",1978-06-06,16
"3443",1978-06-07,2
"3444",1978-06-08,23
"3445",1978-06-09,17
"3446",1978-06-10,NA
"3447",1978-06-11,6
"3448",1978-06-12,8
"3449",1978-06-13,14
"3450",1978-06-14,8
"3451",1978-06-15,6
"3452",1978-06-16,6
"3453",1978-06-17,10
"3454",1978-06-18,7
"3455",1978-06-19,14
"3456",1978-06-20,10
"3457",1978-06-21,10
"3458",1978-06-22,6
"3459",1978-06-23,18
"3460",1978-06-24,12
"3461",1978-06-25,22
"3462",1978-06-26,10
"3463",1978-06-27,NA
"3464",1978-06-28,14
"3465",1978-06-29,12
"3466",1978-06-30,16
"3467",1978-07-01,8
"3468",1978-07-02,NA
"3469",1978-07-03,NA
"3470",1978-07-04,12
"3471",1978-07-05,16
"3472",1978-07-06,NA
"3473",1978-07-07,11
"3474",1978-07-08,NA
"3475",1978-07-09,6
"3476",1978-07-10,16
"3477",1978-07-11,10
"3478",1978-07-12,13
"3479",1978-07-13,24
"3480",1978-07-14,16
"3481",1978-07-15,6
"3482",1978-07-16,9
"3483",1978-07-17,6
"3484",1978-07-18,23
"3485",1978-07-19,9
"3486",1978-07-20,16
"3487",1978-07-21,15
"3488",1978-07-22,18
"3489",1978-07-23,16
"3490",1978-07-24,7
"3491",1978-07-25,15
"3492",1978-07-26,15
"3493",1978-07-27,21
"3494",1978-07-28,14
"3495",1978-07-29,11
"3496",1978-07-30,14
"3497",1978-07-31,8
"3498",1978-08-01,6
"3499",1978-08-02,10
"3500",1978-08-03,NA
"3501",1978-08-04,NA
"3502",1978-08-05,17
"3503",1978-08-06,18
"3504",1978-08-07,22
"3505",1978-08-08,11
"3506",1978-08-09,11
"3507",1978-08-10,13
"3508",1978-08-11,NA
"3509",1978-08-12,25
"3510",1978-08-13,17
"3511",1978-08-14,21
"3512",1978-08-15,10
"3513",1978-08-16,11
"3514",1978-08-17,NA
"3515",1978-08-18,24
"3516",1978-08-19,11
"3517",1978-08-20,17
"3518",1978-08-21,12
"3519",1978-08-22,24
"3520",1978-08-23,12
"3521",1978-08-24,10
"3522",1978-08-25,28
"3523",1978-08-26,21
"3524",1978-08-27,13
"3525",1978-08-28,12
"3526",1978-08-29,21
"3527",1978-08-30,18
"3528",1978-08-31,5
"3529",1978-09-01,14
"3530",1978-09-02,NA
"3531",1978-09-03,NA
"3532",1978-09-04,5
"3533",1978-09-05,21
"3534",1978-09-06,10
"3535",1978-09-07,8
"3536",1978-09-08,10
"3537",1978-09-09,22
"3538",1978-09-10,10
"3539",1978-09-11,10
"3540",1978-09-12,14
"3541",1978-09-13,21
"3542",1978-09-14,8
"3543",1978-09-15,17
"3544",1978-09-16,NA
"3545",1978-09-17,7
"3546",1978-09-18,10
"3547",1978-09-19,14
"3548",1978-09-20,13
"3549",1978-09-21,19
"3550",1978-09-22,NA
"3551",1978-09-23,16
"3552",1978-09-24,9
"3553",1978-09-25,13
"3554",1978-09-26,13
"3555",1978-09-27,NA
"3556",1978-09-28,23
"3557",1978-09-29,14
"3558",1978-09-30,NA
"3559",1978-10-01,NA
"3560",1978-10-02,6
"3561",1978-10-03,7
"3562",1978-10-04,16
"3563",1978-10-05,7
"3564",1978-10-06,10
"3565",1978-10-07,20
"3566",1978-10-08,21
"3567",1978-10-09,10
"3568",1978-10-10,17
"3569",1978-10-11,13
"3570",1978-10-12,16
"3571",1978-10-13,7
"3572",1978-10-14,8
"3573",1978-10-15,11
"3574",1978-10-16,18
"3575",1978-10-17,6
"3576",1978-10-18,21
"3577",1978-10-19,11
"3578",1978-10-20,10
"3579",1978-10-21,20
"3580",1978-10-22,15
"3581",1978-10-23,17
"3582",1978-10-24,14
"3583",1978-10-25,11
"3584",1978-10-26,8
"3585",1978-10-27,9
"3586",1978-10-28,6
"3587",1978-10-29,23
"3588",1978-10-30,10
"3589",1978-10-31,11
"3590",1978-11-01,11
"3591",1978-11-02,11
"3592",1978-11-03,10
"3593",1978-11-04,23
"3594",1978-11-05,4
"3595",1978-11-06,16
"3596",1978-11-07,10
"3597",1978-11-08,10
"3598",1978-11-09,14
"3599",1978-11-10,11
"3600",1978-11-11,NA
"3601",1978-11-12,6
"3602",1978-11-13,31
"3603",1978-11-14,14
"3604",1978-11-15,29
"3605",1978-11-16,8
"3606",1978-11-17,NA
"3607",1978-11-18,NA
"3608",1978-11-19,NA
"3609",1978-11-20,NA
"3610",1978-11-21,17
"3611",1978-11-22,10
"3612",1978-11-23,20
"3613",1978-11-24,18
"3614",1978-11-25,14
"3615",1978-11-26,NA
"3616",1978-11-27,25
"3617",1978-11-28,10
"3618",1978-11-29,5
"3619",1978-11-30,16
"3620",1978-12-01,7
"3621",1978-12-02,12
"3622",1978-12-03,15
"3623",1978-12-04,4
"3624",1978-12-05,14
"3625",1978-12-06,9
"3626",1978-12-07,13
"3627",1978-12-08,NA
"3628",1978-12-09,10
"3629",1978-12-10,8
"3630",1978-12-11,11
"3631",1978-12-12,9
"3632",1978-12-13,20
"3633",1978-12-14,9
"3634",1978-12-15,18
"3635",1978-12-16,11
"3636",1978-12-17,11
"3637",1978-12-18,19
"3638",1978-12-19,20
"3639",1978-12-20,10
"3640",1978-12-21,14
"3641",1978-12-22,7
"3642",1978-12-23,13
"3643",1978-12-24,18
"3644",1978-12-25,NA
"3645",1978-12-26,4
"3646",1978-12-27,12
"3647",1978-12-28,12
"3648",1978-12-29,NA
"3649",1978-12-30,3
"3650",1978-12-31,13
"3651",1979-01-01,7
"3652",1979-01-02,NA
"3653",1979-01-03,18
"3654",1979-01-04,NA
"3655",1979-01-05,7
"3656",1979-01-06,NA
"3657",1979-01-07,11
"3658",1979-01-08,32
"3659",1979-01-09,19
"3660",1979-01-10,10
"3661",1979-01-11,8
"3662",1979-01-12,18
"3663",1979-01-13,10
"3664",1979-01-14,8
"3665",1979-01-15,14
"3666",1979-01-16,18
"3667",1979-01-17,NA
"3668",1979-01-18,16
"3669",1979-01-19,NA
"3670",1979-01-20,10
"3671",1979-01-21,10
"3672",1979-01-22,15
"3673",1979-01-23,14
"3674",1979-01-24,18
"3675",1979-01-25,12
"3676",1979-01-26,13
"3677",1979-01-27,28
"3678",1979-01-28,10
"3679",1979-01-29,NA
"3680",1979-01-30,3
"3681",1979-01-31,13
"3682",1979-02-01,22
"3683",1979-02-02,17
"3684",1979-02-03,12
"3685",1979-02-04,8
"3686",1979-02-05,10
"3687",1979-02-06,12
"3688",1979-02-07,22
"3689",1979-02-08,11
"3690",1979-02-09,9
"3691",1979-02-10,10
"3692",1979-02-11,5
"3693",1979-02-12,16
"3694",1979-02-13,6
"3695",1979-02-14,11
"3696",1979-02-15,10
"3697",1979-02-16,5
"3698",1979-02-17,12
"3699",1979-02-18,14
"3700",1979-02-19,17
"3701",1979-02-20,7
"3702",1979-02-21,16
"3703",1979-02-22,NA
"3704",1979-02-23,NA
"3705",1979-02-24,9
"3706",1979-02-25,27
"3707",1979-02-26,9
"3708",1979-02-27,9
"3709",1979-02-28,7
"3710",1979-03-01,9
"3711",1979-03-02,35
"3712",1979-03-03,15
"3713",1979-03-04,11
"3714",1979-03-05,13
"3715",1979-03-06,19
"3716",1979-03-07,24
"3717",1979-03-08,14
"3718",1979-03-09,22
"3719",1979-03-10,19
"3720",1979-03-11,14
"3721",1979-03-12,12
"3722",1979-03-13,NA
"3723",1979-03-14,12
"3724",1979-03-15,11
"3725",1979-03-16,18
"3726",1979-03-17,27
"3727",1979-03-18,13
"3728",1979-03-19,12
"3729",1979-03-20,20
"3730",1979-03-21,11
"3731",1979-03-22,17
"3732",1979-03-23,7
"3733",1979-03-24,10
"3734",1979-03-25,10
"3735",1979-03-26,11
"3736",1979-03-27,22
"3737",1979-03-28,6
"3738",1979-03-29,34
"3739",1979-03-30,10
"3740",1979-03-31,12
"3741",1979-04-01,17
"3742",1979-04-02,9
"3743",1979-04-03,NA
"3744",1979-04-04,9
"3745",1979-04-05,18
"3746",1979-04-06,NA
"3747",1979-04-07,7
"3748",1979-04-08,29
"3749",1979-04-09,21
"3750",1979-04-10,14
"3751",1979-04-11,12
"3752",1979-04-12,18
"3753",1979-04-13,11
"3754",1979-04-14,2
"3755",1979-04-15,7
"3756",1979-04-16,9
"3757",1979-04-17,NA
"3758",1979-04-18,27
"3759",1979-04-19,10
"3760",1979-04-20,8
"3761",1979-04-21,13
"3762",1979-04-22,5
"3763",1979-04-23,11
"3764",1979-04-24,7
"3765",1979-04-25,19
"3766",1979-04-26,15
"3767",1979-04-27,10
"3768",1979-04-28,11
"3769",1979-04-29,6
"3770",1979-04-30,10
"3771",1979-05-01,6
"3772",1979-05-02,19
"3773",1979-05-03,16
"3774",1979-05-04,17
"3775",1979-05-05,5
"3776",1979-05-06,6
"3777",1979-05-07,NA
"3778",1979-05-08,15
"3779",1979-05-09,17
"3780",1979-05-10,10
"3781",1979-05-11,11
"3782",1979-05-12,NA
"3783",1979-05-13,17
"3784",1979-05-14,22
"3785",1979-05-15,12
"3786",1979-05-16,11
"3787",1979-05-17,NA
"3788",1979-05-18,12
"3789",1979-05-19,9
"3790",1979-05-20,17
"3791",1979-05-21,20
"3792",1979-05-22,3
"3793",1979-05-23,21
"3794",1979-05-24,13
"3795",1979-05-25,7
"3796",1979-05-26,6
"3797",1979-05-27,8
"3798",1979-05-28,8
"3799",1979-05-29,13
"3800",1979-05-30,6
"3801",1979-05-31,10
"3802",1979-06-01,14
"3803",1979-06-02,16
"3804",1979-06-03,7
"3805",1979-06-04,19
"3806",1979-06-05,7
"3807",1979-06-06,16
"3808",1979-06-07,15
"3809",1979-06-08,21
"3810",1979-06-09,10
"3811",1979-06-10,14
"3812",1979-06-11,10
"3813",1979-06-12,13
"3814",1979-06-13,20
"3815",1979-06-14,11
"3816",1979-06-15,23
"3817",1979-06-16,17
"3818",1979-06-17,12
"3819",1979-06-18,12
"3820",1979-06-19,17
"3821",1979-06-20,17
"3822",1979-06-21,22
"3823",1979-06-22,9
"3824",1979-06-23,24
"3825",1979-06-24,21
"3826",1979-06-25,5
"3827",1979-06-26,22
"3828",1979-06-27,14
"3829",1979-06-28,22
"3830",1979-06-29,9
"3831",1979-06-30,8
"3832",1979-07-01,11
"3833",1979-07-02,12
"3834",1979-07-03,10
"3835",1979-07-04,14
"3836",1979-07-05,26
"3837",1979-07-06,NA
"3838",1979-07-07,12
"3839",1979-07-08,16
"3840",1979-07-09,9
"3841",1979-07-10,7
"3842",1979-07-11,12
"3843",1979-07-12,19
"3844",1979-07-13,15
"3845",1979-07-14,8
"3846",1979-07-15,13
"3847",1979-07-16,12
"3848",1979-07-17,18
"3849",1979-07-18,9
"3850",1979-07-19,27
"3851",1979-07-20,15
"3852",1979-07-21,3
"3853",1979-07-22,21
"3854",1979-07-23,11
"3855",1979-07-24,NA
"3856",1979-07-25,10
"3857",1979-07-26,14
"3858",1979-07-27,NA
"3859",1979-07-28,16
"3860",1979-07-29,20
"3861",1979-07-30,NA
"3862",1979-07-31,13
"3863",1979-08-01,8
"3864",1979-08-02,10
"3865",1979-08-03,13
"3866",1979-08-04,16
"3867",1979-08-05,13
"3868",1979-08-06,NA
"3869",1979-08-07,13
"3870",1979-08-08,15
"3871",1979-08-09,14
"3872",1979-08-10,21
"3873",1979-08-11,30
"3874",1979-08-12,NA
"3875",1979-08-13,14
"3876",1979-08-14,8
"3877",1979-08-15,NA
"3878",1979-08-16,31
"3879",1979-08-17,10
"3880",1979-08-18,7
"3881",1979-08-19,16
"3882",1979-08-20,10
"3883",1979-08-21,9
"3884",1979-08-22,21
"3885",1979-08-23,15
"3886",1979-08-24,8
"3887",1979-08-25,12
"3888",1979-08-26,14
"3889",1979-08-27,43
"3890",1979-08-28,12
"3891",1979-08-29,9
"3892",1979-08-30,14
"3893",1979-08-31,NA
"3894",1979-09-01,21
"3895",1979-09-02,23
"3896",1979-09-03,8
"3897",1979-09-04,31
"3898",1979-09-05,16
"3899",1979-09-06,15
"3900",1979-09-07,17
"3901",1979-09-08,14
"3902",1979-09-09,15
"3903",1979-09-10,30
"3904",1979-09-11,25
"3905",1979-09-12,10
"3906",1979-09-13,3
"3907",1979-09-14,15
"3908",1979-09-15,17
"3909",1979-09-16,38
"3910",1979-09-17,16
"3911",1979-09-18,29
"3912",1979-09-19,14
"3913",1979-09-20,7
"3914",1979-09-21,24
"3915",1979-09-22,28
"3916",1979-09-23,8
"3917",1979-09-24,9
"3918",1979-09-25,NA
"3919",1979-09-26,17
"3920",1979-09-27,8
"3921",1979-09-28,13
"3922",1979-09-29,11
"3923",1979-09-30,5
"3924",1979-10-01,10
"3925",1979-10-02,10
"3926",1979-10-03,9
"3927",1979-10-04,7
"3928",1979-10-05,2
"3929",1979-10-06,5
"3930",1979-10-07,13
"3931",1979-10-08,13
"3932",1979-10-09,19
"3933",1979-10-10,12
"3934",1979-10-11,9
"3935",1979-10-12,4
"3936",1979-10-13,13
"3937",1979-10-14,11
"3938",1979-10-15,8
"3939",1979-10-16,10
"3940",1979-10-17,13
"3941",1979-10-18,NA
"3942",1979-10-19,17
"3943",1979-10-20,12
"3944",1979-10-21,25
"3945",1979-10-22,11
"3946",1979-10-23,17
"3947",1979-10-24,16
"3948",1979-10-25,18
"3949",1979-10-26,11
"3950",1979-10-27,NA
"3951",1979-10-28,12
"3952",1979-10-29,24
"3953",1979-10-30,10
"3954",1979-10-31,15
"3955",1979-11-01,15
"3956",1979-11-02,19
"3957",1979-11-03,5
"3958",1979-11-04,13
"3959",1979-11-05,14
"3960",1979-11-06,10
"3961",1979-11-07,11
"3962",1979-11-08,18
"3963",1979-11-09,13
"3964",1979-11-10,38
"3965",1979-11-11,12
"3966",1979-11-12,11
"3967",1979-11-13,15
"3968",1979-11-14,17
"3969",1979-11-15,18
"3970",1979-11-16,NA
"3971",1979-11-17,5
"3972",1979-11-18,13
"3973",1979-11-19,14
"3974",1979-11-20,21
"3975",1979-11-21,23
"3976",1979-11-22,10
"3977",1979-11-23,16
"3978",1979-11-24,NA
"3979",1979-11-25,14
"3980",1979-11-26,13
"3981",1979-11-27,12
"3982",1979-11-28,NA
"3983",1979-11-29,17
"3984",1979-11-30,24
"3985",1979-12-01,16
"3986",1979-12-02,6
"3987",1979-12-03,9
"3988",1979-12-04,13
"3989",1979-12-05,16
"3990",1979-12-06,16
"3991",1979-12-07,23
"3992",1979-12-08,6
"3993",1979-12-09,5
"3994",1979-12-10,9
"3995",1979-12-11,3
"3996",1979-12-12,21
"3997",1979-12-13,16
"3998",1979-12-14,10
"3999",1979-12-15,2
"4000",1979-12-16,14
"4001",1979-12-17,16
"4002",1979-12-18,14
"4003",1979-12-19,12
"4004",1979-12-20,15
"4005",1979-12-21,14
"4006",1979-12-22,8
"4007",1979-12-23,14
"4008",1979-12-24,19
"4009",1979-12-25,8
"4010",1979-12-26,10
"4011",1979-12-27,9
"4012",1979-12-28,17
"4013",1979-12-29,26
"4014",1979-12-30,13
"4015",1979-12-31,19
"4016",1980-01-01,26
"4017",1980-01-02,21
"4018",1980-01-03,NA
"4019",1980-01-04,NA
"4020",1980-01-05,12
"4021",1980-01-06,NA
"4022",1980-01-07,NA
"4023",1980-01-08,22
"4024",1980-01-09,13
"4025",1980-01-10,14
"4026",1980-01-11,10
"4027",1980-01-12,10
"4028",1980-01-13,12
"4029",1980-01-14,8
"4030",1980-01-15,11
"4031",1980-01-16,14
"4032",1980-01-17,NA
"4033",1980-01-18,NA
"4034",1980-01-19,12
"4035",1980-01-20,5
"4036",1980-01-21,25
"4037",1980-01-22,16
"4038",1980-01-23,NA
"4039",1980-01-24,NA
"4040",1980-01-25,NA
"4041",1980-01-26,NA
"4042",1980-01-27,NA
"4043",1980-01-28,10
"4044",1980-01-29,13
"4045",1980-01-30,7
"4046",1980-01-31,13
"4047",1980-02-01,5
"4048",1980-02-02,22
"4049",1980-02-03,15
"4050",1980-02-04,NA
"4051",1980-02-05,10
"4052",1980-02-06,13
"4053",1980-02-07,14
"4054",1980-02-08,NA
"4055",1980-02-09,11
"4056",1980-02-10,8
"4057",1980-02-11,NA
"4058",1980-02-12,NA
"4059",1980-02-13,13
"4060",1980-02-14,14
"4061",1980-02-15,NA
"4062",1980-02-16,NA
"4063",1980-02-17,6
"4064",1980-02-18,7
"4065",1980-02-19,23
"4066",1980-02-20,23
"4067",1980-02-21,13
"4068",1980-02-22,20
"4069",1980-02-23,NA
"4070",1980-02-24,NA
"4071",1980-02-25,25
"4072",1980-02-26,11
"4073",1980-02-27,11
"4074",1980-02-28,9
"4075",1980-02-29,NA
"4076",1980-03-01,NA
"4077",1980-03-02,NA
"4078",1980-03-03,20
"4079",1980-03-04,12
"4080",1980-03-05,11
"4081",1980-03-06,17
"4082",1980-03-07,30
"4083",1980-03-08,4
"4084",1980-03-09,NA
"4085",1980-03-10,16
"4086",1980-03-11,11
"4087",1980-03-12,17
"4088",1980-03-13,NA
"4089",1980-03-14,NA
"4090",1980-03-15,15
"4091",1980-03-16,7
"4092",1980-03-17,7
"4093",1980-03-18,14
"4094",1980-03-19,NA
"4095",1980-03-20,15
"4096",1980-03-21,11
"4097",1980-03-22,12
"4098",1980-03-23,NA
"4099",1980-03-24,11
"4100",1980-03-25,NA
"4101",1980-03-26,NA
"4102",1980-03-27,19
"4103",1980-03-28,8
"4104",1980-03-29,NA
"4105",1980-03-30,NA
"4106",1980-03-31,NA
"4107",1980-04-01,9
"4108",1980-04-02,13
"4109",1980-04-03,10
"4110",1980-04-04,NA
"4111",1980-04-05,7
"4112",1980-04-06,NA
"4113",1980-04-07,NA
"4114",1980-04-08,12
"4115",1980-04-09,6
"4116",1980-04-10,NA
"4117",1980-04-11,27
"4118",1980-04-12,NA
"4119",1980-04-13,9
"4120",1980-04-14,14
"4121",1980-04-15,14
"4122",1980-04-16,NA
"4123",1980-04-17,11
"4124",1980-04-18,NA
"4125",1980-04-19,NA
"4126",1980-04-20,13
"4127",1980-04-21,13
"4128",1980-04-22,11
"4129",1980-04-23,NA
"4130",1980-04-24,20
"4131",1980-04-25,17
"4132",1980-04-26,11
"4133",1980-04-27,4
"4134",1980-04-28,11
"4135",1980-04-29,NA
"4136",1980-04-30,8
"4137",1980-05-01,NA
"4138",1980-05-02,11
"4139",1980-05-03,10
"4140",1980-05-04,8
"4141",1980-05-05,29
"4142",1980-05-06,NA
"4143",1980-05-07,NA
"4144",1980-05-08,23
"4145",1980-05-09,NA
"4146",1980-05-10,8
"4147",1980-05-11,8
"4148",1980-05-12,NA
"4149",1980-05-13,16
"4150",1980-05-14,NA
"4151",1980-05-15,NA
"4152",1980-05-16,NA
"4153",1980-05-17,15
"4154",1980-05-18,4
"4155",1980-05-19,NA
"4156",1980-05-20,14
"4157",1980-05-21,5
"4158",1980-05-22,NA
"4159",1980-05-23,6
"4160",1980-05-24,6
"4161",1980-05-25,10
"4162",1980-05-26,10
"4163",1980-05-27,NA
"4164",1980-05-28,15
"4165",1980-05-29,NA
"4166",1980-05-30,12
"4167",1980-05-31,NA
"4168",1980-06-01,6
"4169",1980-06-02,10
"4170",1980-06-03,14
"4171",1980-06-04,12
"4172",1980-06-05,8
"4173",1980-06-06,18
"4174",1980-06-07,NA
"4175",1980-06-08,7
"4176",1980-06-09,NA
"4177",1980-06-10,NA
"4178",1980-06-11,13
"4179",1980-06-12,20
"4180",1980-06-13,NA
"4181",1980-06-14,10
"4182",1980-06-15,NA
"4183",1980-06-16,11
"4184",1980-06-17,NA
"4185",1980-06-18,19
"4186",1980-06-19,20
"4187",1980-06-20,9
"4188",1980-06-21,12
"4189",1980-06-22,6
"4190",1980-06-23,7
"4191",1980-06-24,13
"4192",1980-06-25,16
"4193",1980-06-26,10
"4194",1980-06-27,NA
"4195",1980-06-28,NA
"4196",1980-06-29,15
"4197",1980-06-30,NA
"4198",1980-07-01,27
"4199",1980-07-02,15
"4200",1980-07-03,28
"4201",1980-07-04,NA
"4202",1980-07-05,19
"4203",1980-07-06,11
"4204",1980-07-07,13
"4205",1980-07-08,NA
"4206",1980-07-09,15
"4207",1980-07-10,14
"4208",1980-07-11,NA
"4209",1980-07-12,14
"4210",1980-07-13,NA
"4211",1980-07-14,NA
"4212",1980-07-15,16
"4213",1980-07-16,17
"4214",1980-07-17,24
"4215",1980-07-18,NA
"4216",1980-07-19,NA
"4217",1980-07-20,NA
"4218",1980-07-21,16
"4219",1980-07-22,NA
"4220",1980-07-23,NA
"4221",1980-07-24,NA
"4222",1980-07-25,NA
"4223",1980-07-26,NA
"4224",1980-07-27,NA
"4225",1980-07-28,9
"4226",1980-07-29,11
"4227",1980-07-30,NA
"4228",1980-07-31,NA
"4229",1980-08-01,23
"4230",1980-08-02,13
"4231",1980-08-03,NA
"4232",1980-08-04,NA
"4233",1980-08-05,14
"4234",1980-08-06,13
"4235",1980-08-07,16
"4236",1980-08-08,17
"4237",1980-08-09,NA
"4238",1980-08-10,5
"4239",1980-08-11,10
"4240",1980-08-12,NA
"4241",1980-08-13,14
"4242",1980-08-14,7
"4243",1980-08-15,10
"4244",1980-08-16,14
"4245",1980-08-17,9
"4246",1980-08-18,39
"4247",1980-08-19,7
"4248",1980-08-20,NA
"4249",1980-08-21,13
"4250",1980-08-22,12
"4251",1980-08-23,NA
"4252",1980-08-24,5
"4253",1980-08-25,10
"4254",1980-08-26,NA
"4255",1980-08-27,NA
"4256",1980-08-28,NA
"4257",1980-08-29,NA
"4258",1980-08-30,11
"4259",1980-08-31,26
"4260",1980-09-01,19
"4261",1980-09-02,NA
"4262",1980-09-03,20
"4263",1980-09-04,NA
"4264",1980-09-05,NA
"4265",1980-09-06,5
"4266",1980-09-07,11
"4267",1980-09-08,13
"4268",1980-09-09,NA
"4269",1980-09-10,NA
"4270",1980-09-11,24
"4271",1980-09-12,30
"4272",1980-09-13,11
"4273",1980-09-14,12
"4274",1980-09-15,NA
"4275",1980-09-16,11
"4276",1980-09-17,12
"4277",1980-09-18,7
"4278",1980-09-19,13
"4279",1980-09-20,13
"4280",1980-09-21,14
"4281",1980-09-22,25
"4282",1980-09-23,NA
"4283",1980-09-24,15
"4284",1980-09-25,6
"4285",1980-09-26,12
"4286",1980-09-27,14
"4287",1980-09-28,11
"4288",1980-09-29,17
"4289",1980-09-30,9
"4290",1980-10-01,NA
"4291",1980-10-02,16
"4292",1980-10-03,NA
"4293",1980-10-04,NA
"4294",1980-10-05,NA
"4295",1980-10-06,NA
"4296",1980-10-07,27
"4297",1980-10-08,NA
"4298",1980-10-09,16
"4299",1980-10-10,6
"4300",1980-10-11,NA
"4301",1980-10-12,16
"4302",1980-10-13,NA
"4303",1980-10-14,5
"4304",1980-10-15,13
"4305",1980-10-16,11
"4306",1980-10-17,16
"4307",1980-10-18,10
"4308",1980-10-19,13
"4309",1980-10-20,NA
"4310",1980-10-21,14
"4311",1980-10-22,18
"4312",1980-10-23,NA
"4313",1980-10-24,NA
"4314",1980-10-25,NA
"4315",1980-10-26,NA
"4316",1980-10-27,NA
"4317",1980-10-28,NA
"4318",1980-10-29,8
"4319",1980-10-30,NA
"4320",1980-10-31,8
"4321",1980-11-01,13
"4322",1980-11-02,NA
"4323",1980-11-03,16
"4324",1980-11-04,15
"4325",1980-11-05,NA
